,ag,lc,dt,cc,wd,ld,fd,dw,mt,mn,p1,p2,pd,pf,wk1mc,wk2mc,w1,w2,w3,w4,w5,w1t,w2t,w3t,w4t,w5t,lt,ll3,ll2,ll1,d2l,d1l,lbx,sr,adj1,adj8,ad1,ad8,iw,al,ldiv,L3_lr,L2_lr,A_cr,C+3_cr,C_cr,B_cr,A+3_cr,g1_rg,a4_rg,g2_rg,a2_rg,a3_rg,g3_rg,g4_rg,a1_rg,f3_rg,f1_rg,f4_rg,g2_tg,g1_tg,g3_tg,g5_tg,g4_tg,r14_rc,r15_rc,r13_rc,r1_rc,r6_rc,r4_rc,r7_rc,r17_rc,r18_rc,r30_rc,r5_rc,r11_rc,r3_rc,r12_rc,r9_rc,r8_rc,r19_rc,r29_rc,r16_rc,r24_rc,r23_rc,r10_rc,r45_rc,r2_rc,r21_rc,r22_rc,r28_rc,r27_rc,r33_rc,r50_rc,r34_rc,r20_rc,r48_rc,r41_rc,r36_rc,r46_rc,r35_rc,r44_rc,r32_rc,r40_rc,t3_tc,t12_tc,t1_tc,t7_tc,t4_tc,t13_tc,t8_tc,t15_tc,t5_tc,t10_tc,t19_tc,t2_tc,t6_tc,t9_tc,t11_tc,t14_tc,t22_tc,t20_tc,t18_tc,t21_tc,t16_tc,t17_tc,tc_dc,dd_dc,ss_dc,tz_dc,gs_dc,gz_dc,ts_dc,th_dc,predictA
1672,4,1,1400,0,4,6,4.1,10,0,0.0,0,4,4,5,0,2,0.0,23.1,0.0,0.0,0.0,1,1,1,1,1,71,-5.25,-4.0,0.5,5.75,4.5,-0.03,2,22.53,44.78,22.43,44.68,0.0,131,8.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A
1673,4,1,1400,0,4,3,4.1,10,0,0.0,-1,3,3,11,0,2,0.0,23.1,0.0,0.0,0.0,1,1,1,1,1,105,-3.75,-6.0,-4.5,-0.75,1.5,-0.79,5,22.91,45.53,23.48,46.1,98.9,131,103.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A
1674,9,1,1400,0,10,7,16.0,11,0,0.0,0,3,6,9,0,0,0.0,0.0,22.9,0.0,0.0,1,1,1,1,1,84,-3.75,-2.75,1.5,5.25,4.25,0.23,1,23.08,45.99,22.85,45.76,0.0,130,4.9,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C
1675,9,1,1400,0,10,-2,16.0,11,0,0.0,2,-2,3,11,0,0,0.0,0.0,22.9,0.0,0.0,1,1,1,1,1,63,-6.0,-5.0,-9.75,-3.75,-4.75,-0.33,7,23.58,46.63,23.33,46.38,0.0,130,5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C
1676,9,1,1400,0,10,5,16.0,11,0,0.0,0,1,5,11,0,0,0.0,0.0,22.9,0.0,0.0,1,1,1,1,1,102,-8.25,-7.0,-6.0,2.25,1.0,-0.61,3,24.06,47.53,24.2,47.67,0.0,130,16.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A
1677,6,1,1400,0,15,7,2.5,1,0,0.0,0,2,5,7,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,56,-5.25,-2.5,1.75,7.0,4.25,0.04,1,23.21,45.91,22.83,45.53,0.0,130,3.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A
1678,6,1,1400,0,15,7,2.5,1,0,0.0,2,7,7,11,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,71,-8.0,-4.25,-1.5,6.5,2.75,-0.57,2,22.79,44.39,22.34,43.94,0.0,130,6.2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B
1679,6,1,1400,0,15,5,2.5,1,0,0.0,0,1,-4,3,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,116,-1.75,-1.5,-3.0,-1.25,-1.5,0.2,9,24.86,49.52,24.58,49.24,0.0,130,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A
1680,5,1,1400,0,-9,1,46.0,6,0,0.0,0,-1,1,5,0,8,0.0,22.4,0.0,0.0,0.0,1,1,1,1,1,60,-2.5,-2.5,-3.25,-0.75,-0.75,0.59,8,23.41,47.61,23.63,47.83,0.0,127,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,E
1681,5,1,1400,0,-9,5,46.0,6,0,0.0,0,0,4,5,0,8,0.0,22.4,0.0,0.0,0.0,1,1,1,1,1,123,-4.0,-3.25,-1.25,2.75,2.0,0.46,1,23.41,47.33,23.58,47.5,0.0,127,5.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,D
1682,5,1,1400,0,-9,3,46.0,6,0,0.0,0,0,0,5,0,8,0.0,22.4,0.0,0.0,0.0,1,1,1,1,1,109,-4.5,-2.75,-0.5,4.0,2.25,-0.22,3,24.37,48.25,24.17,48.05,0.0,127,2.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B
1683,3,1,1400,0,32,-1,62.0,3,0,0.0,1,1,1,7,8,0,22.7,0.0,0.0,0.0,0.0,1,1,1,1,1,105,-3.5,-4.0,-3.0,0.5,1.0,0.8,2,23.12,46.27,22.33,45.48,0.0,125,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,D
1684,3,1,1400,0,32,-4,62.0,3,0,0.0,1,-1,-1,1,8,0,22.7,0.0,0.0,0.0,0.0,1,1,1,1,1,126,-0.06,0.5,-0.5,-0.44,-1.0,-1.19,2,22.66,43.56,21.99,42.89,0.0,125,1.7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,D
1685,3,1,1400,0,32,-4,62.0,3,0,0.0,0,0,0,1,8,0,22.7,0.0,0.0,0.0,0.0,1,1,1,1,1,147,-0.25,-0.25,-2.25,-2.0,-2.0,-2.67,3,24.58,45.87,23.86,45.15,0.0,125,2.2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,D
1686,6,1,1400,0,-5,2,11.0,5,0,0.0,1,-2,0,5,0,7,0.0,22.7,0.0,0.0,0.0,1,1,1,1,1,120,-1.75,-2.0,-3.75,-2.0,-1.75,0.89,7,23.57,48.45,24.04,48.92,0.0,125,7.8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,D
1687,6,1,1400,0,-5,2,11.0,5,0,0.0,2,0,0,3,0,7,0.0,22.7,0.0,0.0,0.0,1,1,1,1,1,91,-0.75,-0.25,-0.25,0.5,0.0,-0.37,5,24.19,48.38,24.61,48.8,0.0,125,4.9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,D
1688,6,1,1400,0,-5,0,11.0,5,0,0.0,0,0,-6,3,0,7,0.0,22.7,0.0,0.0,0.0,1,1,1,1,1,63,-3.0,-1.75,-8.0,-5.0,-6.25,-0.9,12,24.4,48.02,24.52,48.14,0.0,125,5.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,D
1689,7,1,1400,0,-25,-3,49.0,12,0,0.0,-2,0,1,11,2,0,22.6,0.0,23.2,0.0,0.0,1,1,1,1,1,56,-7.5,-5.5,-6.5,1.0,-1.0,-0.41,8,22.53,45.35,23.16,45.98,0.0,119,82.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A
1690,7,1,1400,0,-25,-9,49.0,12,0,0.0,1,-1,-4,7,2,0,22.6,0.0,23.2,0.0,0.0,1,1,1,1,1,71,-4.5,-3.5,-8.0,-3.5,-4.5,-0.49,9,24.24,48.56,24.59,48.91,0.0,119,20.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A
1691,7,1,1400,0,-25,-10,49.0,12,0,0.0,-1,2,-2,3,2,0,22.6,0.0,23.2,0.0,0.0,1,1,1,1,1,102,-2.75,-2.0,-5.25,-2.5,-3.25,-1.2,9,24.5,48.05,24.5,48.05,0.0,119,8.4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A
1692,4,1,1400,0,-11,-7,280.0,2,0,0.0,-3,-1,-1,7,0,9,0.0,22.5,0.0,0.0,0.0,1,1,1,1,1,154,-1.5,-2.5,-5.5,-4.0,-3.0,-2.3,9,23.77,44.79,23.15,44.17,-83.0,118,197.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,E
1693,4,1,1400,0,-11,-7,280.0,2,0,0.0,0,-2,-2,7,0,9,0.0,22.5,0.0,0.0,0.0,1,1,1,1,1,123,-3.25,-4.0,-3.75,-0.5,0.25,-0.8,7,23.56,46.3,23.37,46.11,-129.0,118,151.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,E
1694,4,1,1400,0,-11,-5,280.0,2,0,0.0,-1,-2,-2,9,0,9,0.0,22.5,0.0,0.0,0.0,1,1,1,1,1,74,-5.25,-7.0,-8.0,-2.75,-1.0,-0.49,9,22.88,45.67,23.16,45.95,0.0,118,55.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,E
1695,7,1,1400,0,-17,-10,16.0,13,0,0.0,1,6,6,11,0,3,0.0,22.5,0.0,0.0,0.0,1,1,1,1,1,77,-7.0,-10.0,-6.25,0.75,3.75,-0.94,4,22.24,44.44,22.89,45.09,0.0,110,9.3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A
1696,7,1,1400,0,-17,-7,16.0,13,0,0.0,-3,-4,-4,5,0,3,0.0,22.5,0.0,0.0,0.0,1,1,1,1,1,95,-2.75,-4.5,-4.25,-1.5,0.25,-1.42,9,23.14,45.81,23.92,46.59,6.0,110,22.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A
1697,7,1,1400,0,-17,-6,16.0,13,0,0.0,-1,1,3,7,0,3,0.0,22.5,0.0,0.0,0.0,1,1,1,1,1,56,-4.0,-2.5,-2.75,1.25,-0.25,0.32,7,22.25,45.39,22.67,45.81,8.0,110,24.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A
1698,4,1,1400,0,13,-9,301.0,9,0,0.0,-1,-1,-1,9,0,5,0.0,23.0,0.0,0.0,0.0,1,1,1,1,1,56,-5.5,-4.0,-6.75,-1.25,-2.75,-0.09,10,23.33,46.47,23.01,46.15,-71.0,115,230.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,E
1699,4,1,1400,0,13,-10,301.0,9,0,0.0,0,-2,-8,3,0,5,0.0,23.0,0.0,0.0,0.0,1,1,1,1,1,74,-1.0,-2.0,-12.75,-11.75,-10.75,-0.98,12,25.62,50.26,25.37,50.01,-192.0,115,109.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,E
1700,4,1,1400,0,13,-14,301.0,9,0,0.0,-1,-3,-3,9,0,5,0.0,23.0,0.0,0.0,0.0,1,1,1,1,1,88,-3.75,-4.5,-10.5,-6.75,-6.0,-1.24,11,24.11,47.05,23.83,46.77,0.0,115,43.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,E
1701,4,1,1400,1,39,-15,13.0,7,0,0.0,0,0,-1,1,0,3,0.0,23.1,0.0,0.0,0.0,1,1,1,1,1,67,0.5,0.06,-1.5,-2.0,-1.56,-0.69,10,24.75,48.21,23.78,47.24,28.0,115,41.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A
1702,4,1,1400,1,39,-18,13.0,7,0,0.0,1,1,-3,3,0,3,0.0,23.1,0.0,0.0,0.0,1,1,1,1,1,84,-3.0,-1.75,-6.25,-3.25,-4.5,-1.09,7,24.41,47.58,23.81,46.98,0.0,115,19.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,B
1703,4,1,1400,1,39,-12,13.0,7,0,0.0,0,-1,5,5,0,3,0.0,23.1,0.0,0.0,0.0,1,1,1,1,1,56,-2.5,-2.0,0.01,2.51,2.01,-0.03,2,23.99,47.28,23.02,46.31,0.0,115,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A
1704,3,1,1000,-1,0,13,197.0,14,6,22.6,2,2,2,11,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,147,-2.75,-4.5,-7.5,-4.75,-3.0,-2.31,6,24.39,45.09,23.4,44.1,88.0,133,285.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,E
1705,3,1,1000,-1,0,18,197.0,14,6,22.6,-2,-2,-2,9,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,116,-4.5,-6.25,-29.0,-24.5,-22.75,-3.33,12,27.85,51.2,27.22,50.57,-65.0,133,132.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,E
1706,3,1,1000,-1,0,22,197.0,14,6,22.6,-3,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,63,-4.75,-8.0,-13.0,-8.25,-5.0,-1.35,7,24.74,47.47,24.74,47.47,-82.0,133,115.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,D
1707,6,1,1000,-1,8,19,10.0,1,0,0.0,0,-4,-4,1,0,0,0.0,0.0,21.9,0.0,0.0,1,1,1,1,1,273,1.0,0.25,-2.5,-3.5,-2.75,-0.54,13,24.05,46.75,23.81,46.51,0.0,133,5.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,A
1708,6,1,1000,0,8,0,10.0,1,0,0.0,-1,2,2,3,0,0,0.0,0.0,21.9,0.0,0.0,1,1,1,1,1,351,-2.0,-3.25,-1.0,1.0,2.25,-1.67,3,24.21,46.3,23.76,45.85,0.0,133,2.3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,A
1709,6,1,1000,0,8,0,10.0,1,0,0.0,0,0,0,5,0,0,0.0,0.0,21.9,0.0,0.0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,133,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,A
1710,4,1,1000,0,9,4,5.8,8,0,0.0,1,3,3,5,0,0,0.0,0.0,22.2,0.0,0.0,1,1,1,1,1,112,-2.0,-2.5,1.25,3.25,3.75,-1.47,3,22.61,43.27,22.25,42.91,0.0,131,3.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A
1711,4,1,1000,0,9,1,5.8,8,0,0.0,0,1,1,5,0,0,0.0,0.0,22.2,0.0,0.0,1,1,1,1,1,63,-1.25,-1.5,-5.25,-4.0,-3.75,-2.13,3,22.69,42.95,22.42,42.68,0.0,131,8.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A
1712,4,1,1000,0,9,2,5.8,8,0,0.0,0,2,2,5,0,0,0.0,0.0,22.2,0.0,0.0,1,1,1,1,1,84,-1.25,-1.75,-6.0,-4.75,-4.25,-2.07,2,22.97,43.36,22.52,42.91,0.0,131,4.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A
