,lr,ag,lc,dt,cr,rg,rc,tg,tc,cc,wd,ld,fd,dw,py,mt,mn,p1,p2,pd,pf,wk1mc,wk2mc,w1,w2,w3,w4,w5,w1t,w2t,w3t,w4t,w5t,dc,lt,ll3,ll2,ll1,d2l,d1l,lbx,sr,adj1,adj8,ad1,ad8,iw,al,ldiv,predictA
1439,L2,5,A,1200,B,a1,r1,g2,t9,-1,15,21,15.0,11,0,0,0.0,-4,-4,-4,5,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,dd,87,-1.5,-5.0,-11.25,-9.75,-6.25,-1.77,12,25.48,47.96,24.88,47.36,0.0,130,6.7,C
1440,L3,6,A,1200,B,g4,r30,g1,t23,0,-7,2,13.0,2,1,0,0.0,0,-2,-2,9,0,10,0.0,22.4,22.2,0.0,0.0,False,True,True,False,False,tc,91,-7.25,-8.0,-6.5,0.75,1.5,-0.65,9,23.38,46.32,23.65,46.59,0.0,127,6.1,B
1441,L2,6,A,1200,B,g4,r30,g1,t23,0,-7,1,13.0,2,1,0,0.0,1,2,2,5,0,10,0.0,22.4,22.2,0.0,0.0,False,True,True,False,False,tc,77,-5.25,-3.5,-0.25,5.0,3.25,0.16,4,22.47,45.31,22.71,45.55,0.0,127,7.1,B
1442,L1,6,A,1200,B,g4,r30,g1,t23,0,-7,-4,13.0,2,1,0,0.0,-1,2,2,7,0,10,0.0,22.4,22.2,0.0,0.0,False,True,True,False,False,tc,63,-3.0,-3.75,-2.75,0.25,1.0,0.04,3,22.68,45.73,22.89,45.94,0.0,127,2.7,B
1443,L1,5,A,1200,B,g2,r17,g1,t2,0,5,1,2.2,6,0,0,0.0,1,4,4,7,0,1,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,tc,56,-2.5,-5.0,-0.5,2.0,4.5,0.09,3,23.08,46.07,22.93,45.92,0.0,127,4.7,A
1444,L2,5,A,1200,B,g2,r17,g1,t2,0,5,8,2.2,6,0,0,0.0,-1,8,8,9,0,1,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,gz,77,-2.25,-3.75,1.0,3.25,4.75,-0.12,2,22.78,44.72,22.3,44.24,0.0,127,4.2,A
1445,L3,5,A,1200,B,g2,r17,g1,t2,0,5,6,2.2,6,0,0,0.0,2,5,5,7,0,1,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,gz,98,-3.25,-4.5,-0.01,3.24,4.49,-1.03,1,23.44,44.89,22.66,44.11,21.8,127,24.0,A
1446,L3,7,A,1200,B,g3,r24,g3,t11,0,-5,2,112.0,12,0,0,0.0,-1,4,4,5,0,5,0.0,22.4,0.0,0.0,0.0,False,True,False,False,False,tc,126,-3.0,-2.75,-1.0,2.0,1.75,-0.72,4,23.24,45.82,23.36,45.94,0.0,125,5.2,B
1447,L1,7,A,1200,B,g3,r24,g3,t11,0,-5,0,112.0,12,0,0,0.0,0,3,3,9,0,5,0.0,22.4,0.0,0.0,0.0,False,True,False,False,False,dd,70,-5.25,-5.5,-3.75,1.5,1.75,-1.37,3,23.77,46.32,23.92,46.47,0.0,125,8.3,C
1448,L2,7,A,1200,B,g3,r24,g3,t11,0,-5,1,112.0,12,0,0,0.0,0,1,1,3,0,5,0.0,22.4,0.0,0.0,0.0,False,True,False,False,False,tc,98,-2.0,-2.5,-0.25,1.75,2.25,-0.36,6,22.96,45.83,23.26,46.13,0.0,125,4.6,B
1449,L1,4,A,1200,B,g1,r14,g5,t18,0,26,1,9.9,10,1,0,0.0,0,4,4,5,0,6,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,tc,91,-4.0,-4.25,-2.0,2.0,2.25,-0.38,2,24.02,46.85,23.24,46.07,0.0,122,7.1,B
1450,L2,4,A,1200,B,g1,r14,g5,t18,0,26,4,9.9,10,1,0,0.0,3,5,5,7,0,6,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,tc,112,-3.5,-2.25,0.25,3.75,2.5,0.41,2,23.99,47.16,22.88,46.05,1.1,122,11.0,B
1451,L3,4,A,1200,B,g1,r14,g5,t18,0,26,4,9.9,10,1,0,0.0,-1,-1,-1,7,0,6,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,tz,129,-2.25,-2.75,-4.5,-2.25,-1.75,-1.48,9,23.43,44.21,22.38,43.16,0.0,122,9.5,B
1452,L1,5,A,1200,B,a2,r7,g5,t22,0,3,-3,10.0,1,0,0,0.0,0,-8,-8,5,0,6,0.0,22.8,0.0,0.0,0.0,False,True,False,False,False,dd,74,-2.0,-1.75,-12.0,-10.0,-10.25,-2.12,14,24.28,46.44,24.19,46.35,0.0,121,8.4,A
1453,L3,5,A,1200,B,a2,r7,g5,t22,0,3,0,10.0,1,0,0,0.0,0,-1,-1,1,0,6,0.0,22.8,0.0,0.0,0.0,False,True,False,False,False,dd,115,0.06,0.75,-0.5,-0.56,-1.25,0.86,8,22.38,45.62,22.38,45.62,0.0,121,10.0,B
1454,L2,5,A,1200,B,a2,r7,g5,t22,0,3,0,10.0,1,0,0,0.0,0,-6,-6,1,0,6,0.0,22.8,0.0,0.0,0.0,False,True,False,False,False,dd,94,-0.75,-1.25,-11.5,-10.75,-10.25,-1.67,11,24.66,47.47,24.48,47.29,0.0,121,3.8,A
1455,L2,5,A,1200,B,a4,r11,g3,t12,0,2,-2,140.0,5,0,11,23.3,0,-1,1,11,8,0,22.9,0.0,0.0,0.0,0.0,True,False,False,False,False,ss,98,-6.5,-8.0,-6.75,-0.25,1.25,0.42,6,23.7,48.09,23.91,48.3,0.0,120,35.0,E
1456,L3,5,A,1200,B,a4,r11,g3,t12,0,2,-6,140.0,5,0,11,23.3,0,0,0,9,8,0,22.9,0.0,0.0,0.0,0.0,True,False,False,False,False,ss,115,-5.75,-4.5,-5.5,0.25,-1.0,0.15,8,22.41,45.3,22.56,45.45,0.0,120,15.0,E
1457,L1,5,A,1200,B,a4,r11,g3,t12,0,2,-2,140.0,5,0,11,23.3,0,0,6,11,8,0,22.9,0.0,0.0,0.0,0.0,True,False,False,False,False,dd,74,-9.0,-7.5,-5.0,4.0,2.5,0.54,3,23.7,47.94,23.64,47.88,0.0,120,73.0,E
1458,L3,6,A,1200,B,a4,r9,g2,t6,0,-23,-17,14.0,8,1,0,0.0,-1,2,2,9,2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,tc,112,-3.5,-4.0,-3.75,-0.25,0.25,-0.57,7,22.29,45.27,23.04,46.02,0.0,113,15.0,A
1459,L2,6,A,1200,B,a4,r9,g2,t6,0,-23,-6,14.0,8,1,0,0.0,0,-4,-4,3,2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,dd,74,-1.25,-1.25,-7.0,-5.75,-5.75,-1.34,9,22.64,44.84,23.36,45.56,7.0,113,21.0,A
1460,L1,6,A,1200,B,a4,r9,g2,t6,0,-23,-5,14.0,8,1,0,0.0,2,0,0,5,2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,tc,56,-4.75,-1.75,-1.5,3.25,0.25,-0.81,7,22.39,44.81,23.08,45.5,60.0,113,74.0,A
1461,L2,5,A,1200,B,a3,r5,g3,t10,0,4,-5,12.0,3,1,0,0.0,-2,5,5,11,0,2,0.0,22.8,0.0,0.0,0.0,False,True,False,False,False,tc,77,-6.75,-7.75,-2.5,4.25,5.25,0.95,1,22.12,45.4,22.18,45.46,0.0,119,14.0,B
1462,L3,5,A,1200,B,a3,r5,g3,t10,0,4,0,12.0,3,1,0,0.0,0,0,0,5,0,2,0.0,22.8,0.0,0.0,0.0,False,True,False,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,119,0.0,B
1463,L1,5,A,1200,B,a3,r5,g3,t10,0,4,-2,12.0,3,1,0,0.0,0,0,1,11,0,2,0.0,22.8,0.0,0.0,0.0,False,True,False,False,False,ss,63,-6.75,-7.0,-5.25,1.5,1.75,1.02,2,23.28,47.52,23.16,47.4,0.0,119,6.7,B
1464,L2,4,A,1200,B,g1,r13,g4,t14,0,-13,-5,10.0,4,1,0,0.0,2,1,1,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,91,-3.5,-2.5,-3.0,0.5,-0.5,-0.65,4,22.92,45.58,23.16,45.82,0.0,119,12.0,C
1465,L3,4,A,1200,B,g1,r13,g4,t14,0,-13,-5,10.0,4,1,0,0.0,1,-3,-6,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,168,-2.0,-2.5,-10.25,-8.25,-7.75,-0.99,12,24.83,49.18,25.19,49.54,0.0,119,12.0,A
1466,L1,4,A,1200,B,g1,r13,g4,t14,0,-13,-2,10.0,4,1,0,0.0,1,5,5,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,77,-9.25,-7.25,-2.0,7.25,5.25,0.46,2,21.89,44.69,22.28,45.08,0.0,119,9.5,A
1467,L1,6,A,1200,B,g1,r15,g3,t13,0,19,0,23.0,7,0,5,23.3,0,0,11,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,66,-8.5,-6.0,-4.25,4.25,1.75,0.46,1,22.92,45.73,22.35,45.16,63.0,117,86.0,B
1468,L2,6,A,1200,B,g1,r15,g3,t13,0,19,0,23.0,7,0,5,23.3,-2,0,0,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,91,-6.0,-17.0,-69.75,-63.75,-52.75,-7.48,12,32.6,57.15,32.03,56.58,0.0,117,11.0,B
1469,L3,6,A,1200,B,g1,r15,g3,t13,1,19,-16,23.0,7,0,5,23.3,0,10,10,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,119,-5.5,-5.0,0.06,5.56,5.06,0.37,1,22.35,45.37,22.17,45.19,0.0,117,16.0,A
1470,L2,4,A,1200,B,g1,r14,g1,t1,0,16,8,2.3,6,0,0,0.0,0,1,1,1,0,1,0.0,22.2,0.0,0.0,0.0,False,True,False,False,False,tc,91,-1.25,-0.75,2.0,3.25,2.75,-0.54,3,24.11,46.81,23.48,46.18,0.0,133,4.3,B
1471,L3,4,A,1200,B,g1,r14,g1,t1,0,16,13,2.3,6,0,0,0.0,0,3,3,5,0,1,0.0,22.2,0.0,0.0,0.0,False,True,False,False,False,tc,112,-3.0,-2.75,-1.5,1.5,1.25,-0.46,3,24.03,46.61,23.43,46.01,0.0,133,7.7,B
1472,L1,4,A,1200,B,g1,r14,g1,t1,0,16,1,2.3,6,0,0,0.0,1,2,2,5,0,1,0.0,22.2,0.0,0.0,0.0,False,True,False,False,False,tc,56,-3.25,-4.25,-0.25,3.0,4.0,0.21,3,23.11,45.92,22.63,45.44,0.0,133,3.7,A
1473,L1,7,A,1200,B,g3,r24,g2,t7,0,18,3,12.0,7,0,0,0.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,tc,63,-1.25,-0.06,-0.5,0.75,-0.44,-0.78,4,24.14,46.87,23.6,46.33,0.0,129,7.7,B
1474,L3,7,A,1200,B,g3,r24,g2,t7,0,18,1,12.0,7,0,0,0.0,0,-1,-1,1,1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,tc,133,-0.5,-0.5,-2.75,-2.25,-2.25,-0.77,7,24.28,46.98,23.5,46.2,0.0,129,18.0,B
1475,L2,7,A,1200,B,g3,r24,g2,t7,0,18,1,12.0,7,0,0,0.0,-1,-1,-1,9,1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,tc,112,-4.5,-5.25,-9.25,-4.75,-4.0,-1.12,8,24.28,47.02,23.89,46.63,21.0,129,33.0,B
1476,L2,7,A,1200,B,a4,r10,g4,t16,0,21,-4,60.0,10,0,0,0.0,0,2,7,11,0,0,0.0,0.0,0.0,23.7,0.0,False,False,False,True,False,ss,136,-8.5,-6.5,-1.5,7.0,5.0,0.45,1,23.28,46.11,22.26,45.09,79.0,122,139.0,D
1477,L3,7,A,1200,B,a4,r10,g4,t16,0,21,-8,60.0,10,0,0,0.0,1,1,1,11,0,0,0.0,0.0,0.0,23.7,0.0,False,False,False,True,False,dd,157,-10.75,-8.0,-13.0,-2.25,-5.0,-1.74,6,25.35,47.67,23.82,46.14,0.0,122,28.0,D
1478,L1,7,A,1200,B,a4,r10,g4,t16,0,21,-3,60.0,10,0,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,23.7,0.0,False,False,False,True,False,ts,108,-5.0,-4.25,-0.06,4.94,4.19,-0.17,4,23.87,47.03,23.24,46.4,0.0,122,10.0,D
1479,L3,5,A,1200,B,g2,r18,g5,t18,0,15,-6,15.0,5,0,0,0.0,2,1,1,5,0,3,0.0,22.2,0.0,0.0,0.0,False,True,False,False,False,tz,115,-2.0,-1.75,-2.25,-0.25,-0.5,-2.14,5,22.39,42.52,22.09,42.22,7.0,125,22.0,C
1480,L1,5,A,1200,B,g2,r18,g5,t18,0,15,-2,15.0,5,0,0,0.0,-2,-3,-3,5,0,3,0.0,22.2,0.0,0.0,0.0,False,True,False,False,False,tz,70,-1.0,-2.0,-6.25,-5.25,-4.25,-2.49,7,23.37,43.86,22.92,43.41,9.0,125,24.0,C
1481,L2,5,A,1200,B,g2,r18,g5,t18,0,15,-8,15.0,5,0,0,0.0,0,-2,-2,3,0,3,0.0,22.2,0.0,0.0,0.0,False,True,False,False,False,tc,91,-2.5,-1.75,-4.75,-2.25,-3.0,-1.17,7,23.92,46.58,23.59,46.25,0.0,125,15.0,C
1482,L1,6,A,1200,B,g1,r13,g1,t2,0,-6,-1,5.2,1,0,0,0.0,1,-1,-1,5,0,7,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,tc,224,-2.5,-1.75,-5.25,-2.75,-3.5,-0.42,9,22.98,45.75,23.16,45.93,0.0,123,5.4,C
1483,L3,6,A,1200,B,g1,r13,g1,t2,0,-6,7,5.2,1,0,0,0.0,1,4,4,5,0,7,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,tc,294,-2.25,-2.0,0.0,0.0,0.0,-0.69,2,23.11,45.5,23.29,45.68,0.0,123,4.3,C
1484,L2,6,A,1200,B,g1,r13,g1,t2,0,-6,-1,5.2,1,0,0,0.0,0,1,1,5,0,7,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,tc,245,-3.75,-3.5,-1.25,2.5,2.25,0.46,5,22.9,46.2,22.81,46.11,0.0,123,2.0,C
1485,L1,6,A,1200,B,a4,r9,g3,t13,0,-3,-1,17.0,9,0,0,0.0,0,-3,-3,1,0,2,0.0,23.9,0.0,0.0,0.0,False,True,False,False,False,tc,56,0.25,1.0,-1.25,-1.5,-2.25,-0.76,10,23.29,45.94,23.38,46.03,0.0,115,9.7,A
1486,L2,6,A,1200,B,a4,r9,g3,t13,0,-3,0,17.0,9,0,0,0.0,0,-2,-2,1,0,2,0.0,23.9,0.0,0.0,0.0,False,True,False,False,False,dd,74,1.0,1.0,-0.5,-1.5,-1.5,-0.73,5,22.86,44.9,22.77,44.81,0.0,115,9.5,A
1487,L3,6,A,1200,B,a4,r9,g3,t13,0,-3,-1,17.0,9,0,0,0.0,-2,-3,-3,1,0,2,0.0,23.9,0.0,0.0,0.0,False,True,False,False,False,gz,91,0.06,-1.5,-6.75,-6.81,-5.25,-2.71,10,24.27,45.59,24.0,45.32,0.0,115,8.4,A
1488,L3,6,A,1200,B,g2,r16,g3,t10,0,-15,-4,10.0,4,0,9,21.6,1,1,7,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,164,-7.0,-5.0,-2.75,4.25,2.25,0.0,1,23.38,46.79,23.29,46.7,0.0,119,13.0,A
1489,L1,6,A,1200,B,g2,r16,g3,t10,0,-15,-1,10.0,4,0,9,21.6,1,-2,-2,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,dd,74,-3.25,-3.0,-5.5,-2.25,-2.5,-1.08,10,22.6,44.6,23.05,45.05,0.0,119,5.9,A
1490,L2,6,A,1200,B,g2,r16,g3,t10,0,-15,-3,10.0,4,0,9,21.6,0,4,4,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,98,-8.5,-9.0,-5.0,3.5,4.0,-0.64,1,22.57,45.01,22.99,45.43,0.0,119,9.3,A
1491,L2,6,A,1200,B,g2,r17,g2,t8,0,-8,0,8.9,2,1,0,0.0,0,3,3,11,0,5,0.0,22.4,0.0,0.0,0.0,False,True,False,False,False,tc,133,-6.5,-6.0,-4.5,2.0,1.5,-0.25,2,22.69,45.31,22.87,45.49,0.0,119,8.6,B
1492,L1,6,A,1200,B,g2,r17,g2,t8,0,-8,0,8.9,2,1,0,0.0,2,6,6,9,0,5,0.0,22.4,0.0,0.0,0.0,False,True,False,False,False,tc,63,-6.0,-4.25,-2.0,4.0,2.25,-0.41,2,22.82,45.47,23.06,45.71,0.0,119,5.0,B
1493,L3,6,A,1200,B,g2,r17,g2,t8,0,-8,0,8.9,2,1,0,0.0,0,1,1,3,0,5,0.0,22.4,0.0,0.0,0.0,False,True,False,False,False,tc,147,-1.75,-2.0,-1.0,0.75,1.0,-0.4,7,22.86,45.47,23.01,45.62,0.0,119,3.8,C
1494,L3,7,A,1200,B,g4,r29,g4,t15,1,-3,-15,80.0,11,1,0,0.0,2,2,2,5,0,9,0.0,22.4,0.0,0.0,0.0,False,True,False,False,False,tc,119,-4.0,-2.5,-2.5,1.5,0.0,0.36,6,22.54,45.65,22.3,45.41,0.0,118,12.0,B
1495,L2,7,A,1200,B,g4,r29,g4,t15,1,-3,-14,80.0,11,1,0,0.0,0,2,2,3,0,9,0.0,22.4,0.0,0.0,0.0,False,True,False,False,False,tc,91,-2.75,-3.5,0.5,3.25,4.0,-0.31,5,22.83,45.77,22.83,45.77,0.0,118,9.0,B
1496,L1,7,A,1200,B,g4,r29,g4,t15,0,-3,0,80.0,11,1,0,0.0,0,-2,-2,3,0,9,0.0,22.4,0.0,0.0,0.0,False,True,False,False,False,tc,63,-2.75,-1.75,-5.5,-2.75,-3.75,-1.23,7,23.91,46.68,24.0,46.77,0.0,118,14.0,B
1497,L3,6,A,1200,B,g1,r15,g2,t6,1,11,-17,7.7,8,1,0,0.0,0,1,1,3,2,0,22.7,0.0,0.0,0.0,0.0,True,False,False,False,False,ss,171,-2.25,-1.0,-0.75,1.5,0.25,-0.34,7,22.99,46.0,22.84,45.85,5.3,116,13.0,A
1498,L1,6,A,1200,B,g1,r15,g2,t6,0,11,7,7.7,8,1,0,0.0,-1,-1,-7,3,2,0,22.7,0.0,0.0,0.0,0.0,True,False,False,False,False,ss,115,-1.25,-1.75,-8.0,-6.75,-6.25,-0.93,11,24.94,48.05,24.25,47.36,18.3,116,26.0,A
1499,L2,6,A,1200,B,g1,r15,g2,t6,0,11,1,7.7,8,1,0,0.0,3,1,-3,5,2,0,22.7,0.0,0.0,0.0,0.0,True,False,False,False,False,ss,143,-3.0,-4.25,-4.25,-1.25,0.0,-0.51,8,23.88,47.01,23.67,46.8,5.3,116,13.0,A
1500,L1,4,A,1200,B,a2,r7,g1,t1,0,25,-3,40.0,3,0,0,0.0,1,0,-3,3,0,8,0.0,22.2,0.0,0.0,0.0,False,True,False,False,False,ss,94,-2.0,-2.25,-3.75,-1.75,-1.5,-1.16,8,25.29,48.76,24.54,48.01,0.0,115,29.0,A
1501,L3,4,A,1200,B,a2,r7,g1,t1,0,25,-5,40.0,3,0,0,0.0,0,-4,-4,1,0,8,0.0,22.2,0.0,0.0,0.0,False,True,False,False,False,dd,123,-1.0,-1.5,-2.25,-1.25,-0.75,-0.2,9,22.82,45.35,22.58,45.11,0.0,115,29.0,A
1502,L2,4,A,1200,B,a2,r7,g1,t1,0,25,-5,40.0,3,0,0,0.0,0,-3,-3,3,0,8,0.0,22.2,0.0,0.0,0.0,False,True,False,False,False,dd,108,-1.75,-1.75,-4.5,-2.75,-2.75,-0.21,8,23.39,46.06,22.73,45.4,0.0,115,49.0,A
1503,L3,5,A,1200,B,g1,r15,g2,t9,0,10,0,2.9,1,0,3,23.1,-1,2,2,3,3,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,tc,98,-1.5,-2.0,-0.5,1.0,1.5,-1.04,8,23.66,46.1,23.48,45.92,0.0,133,7.7,C
1504,L1,5,A,1200,B,g1,r15,g2,t9,-1,10,18,2.9,1,0,3,23.1,-2,-5,0,7,3,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,ss,59,-3.5,-6.0,-7.75,-4.25,-1.75,0.1,7,23.95,47.16,23.65,46.86,9.1,133,12.0,C
1505,L2,5,A,1200,B,g1,r15,g2,t9,-1,10,17,2.9,1,0,3,23.1,1,3,3,7,3,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,dd,87,-3.25,-3.25,-2.25,1.0,1.0,-0.82,2,23.13,44.99,23.19,45.05,7.1,133,10.0,A
1506,L1,5,A,1200,B,g1,r14,g1,t1,0,8,-1,14.0,6,0,0,0.0,0,-7,-7,1,0,11,0.0,22.8,0.0,0.0,0.0,False,True,False,False,False,tc,63,1.25,0.06,-6.75,-8.0,-6.81,-1.57,8,24.71,47.64,24.47,47.4,0.0,124,10.0,B
1507,L2,5,A,1200,B,g1,r14,g1,t1,0,8,8,14.0,6,0,0,0.0,0,-1,-10,1,0,11,0.0,22.8,0.0,0.0,0.0,False,True,False,False,False,ss,112,0.5,-0.5,-10.5,-11.0,-10.0,-0.72,12,25.12,49.49,25.33,49.7,10.0,124,24.0,B
1508,L3,5,A,1200,B,g1,r14,g1,t1,0,8,2,14.0,6,0,0,0.0,0,-2,-2,9,0,11,0.0,22.8,0.0,0.0,0.0,False,True,False,False,False,dd,234,-4.25,-4.25,-2.75,1.5,1.5,-0.3,11,22.69,45.14,22.81,45.26,0.0,124,9.0,C
1509,L3,5,A,1200,B,g4,r30,g1,t23,0,-7,5,6.9,3,0,6,21.4,-5,-2,-2,5,0,0,0.0,0.0,22.2,0.0,0.0,False,False,True,False,False,tz,115,-1.25,-2.0,-5.25,-4.0,-3.25,-2.41,11,22.4,42.69,22.85,43.14,43.1,124,50.0,A
1510,L1,5,A,1200,B,g4,r30,g1,t23,0,-7,-3,6.9,3,0,6,21.4,0,1,1,9,0,0,0.0,0.0,22.2,0.0,0.0,False,False,True,False,False,tc,77,-3.25,-4.5,-8.25,-5.0,-3.75,-0.71,6,23.15,45.89,23.36,46.1,39.1,124,46.0,A
1511,L2,5,A,1200,B,g4,r30,g1,t23,0,-7,-8,6.9,3,0,6,21.4,-1,2,2,7,0,0,0.0,0.0,22.2,0.0,0.0,False,False,True,False,False,gz,91,-2.75,-7.25,-4.75,-2.0,2.5,-0.99,3,22.1,43.9,22.55,44.35,70.1,124,77.0,A
1512,L1,6,A,1200,B,g2,r18,g5,t18,0,11,0,25.0,8,0,0,0.0,0,0,-9,1,2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,ss,59,1.25,0.75,-3.0,-4.25,-3.75,0.99,14,22.97,46.6,22.64,46.27,52.0,124,77.0,D
1513,L2,6,A,1200,B,g2,r18,g5,t18,0,11,0,25.0,8,0,0,0.0,-2,-6,-6,3,2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,dd,80,-1.75,-2.5,-6.0,-4.25,-3.5,-0.94,12,23.73,46.19,23.4,45.86,0.0,124,44.0,D
1514,L3,6,A,1200,B,g2,r18,g5,t18,0,11,4,25.0,8,0,0,0.0,-2,5,5,11,2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,dd,101,-4.5,-5.5,-4.25,0.25,1.25,-0.12,3,23.18,45.76,22.82,45.4,0.0,124,8.9,D
1515,L1,5,A,1200,B,g1,r13,g1,t2,0,2,-2,4.2,5,0,9,22.3,-1,0,4,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,59,-5.75,-3.25,-1.5,4.25,1.75,1.37,6,21.86,45.09,21.8,45.03,5.8,123,10.0,A
1516,L2,5,A,1200,B,g1,r13,g1,t2,0,2,-3,4.2,5,0,9,22.3,1,3,5,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,94,-10.0,-5.5,-2.25,7.75,3.25,-1.14,2,24.15,46.86,23.76,46.47,0.0,123,9.0,A
1517,L3,5,A,1200,B,g1,r13,g1,t2,0,2,-6,4.2,5,0,9,22.3,1,-1,5,9,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,129,-9.5,-7.25,-4.0,5.5,3.25,0.28,1,22.64,45.32,22.22,44.9,13.8,123,18.0,A
1518,L3,4,A,1200,B,g3,r24,g1,t3,0,0,0,140.0,11,0,0,0.0,0,0,0,5,0,10,0.0,22.8,0.0,0.0,0.0,False,True,False,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,121,0.0,C
1519,L2,4,A,1200,B,g3,r24,g1,t3,0,0,0,140.0,11,0,0,0.0,0,0,0,5,0,10,0.0,22.8,0.0,0.0,0.0,False,True,False,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,121,0.0,C
1520,L1,4,A,1200,B,g3,r24,g1,t3,0,0,0,140.0,11,0,0,0.0,0,0,0,5,0,10,0.0,22.8,0.0,0.0,0.0,False,True,False,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,121,0.0,C
1521,L1,3,A,1200,B,a3,r6,g2,t5,0,-3,4,12.0,4,0,0,0.0,0,1,1,7,0,2,0.0,22.1,0.0,0.0,0.0,False,True,False,False,False,dd,59,-3.0,-3.5,-2.5,0.5,1.0,0.05,5,22.68,45.38,22.77,45.47,11.0,115,23.0,A
1522,L2,3,A,1200,B,a3,r6,g2,t5,0,-3,1,12.0,4,0,0,0.0,0,9,9,11,0,2,0.0,22.1,0.0,0.0,0.0,False,True,False,False,False,tz,70,-3.0,-4.25,-4.0,-1.0,0.25,-1.75,3,21.98,42.51,22.31,42.84,26.0,115,38.0,A
1523,L3,3,A,1200,B,a3,r6,g2,t5,0,-3,-6,12.0,4,0,0,0.0,0,-3,-3,5,0,2,0.0,22.1,0.0,0.0,0.0,False,True,False,False,False,tc,91,-2.5,-2.0,-6.5,-4.0,-4.5,-1.36,8,23.34,46.04,23.88,46.58,27.0,115,39.0,A
1524,L2,5,A,1200,B,g4,r29,g2,t7,0,1,-4,9.3,2,0,0,0.0,1,-2,-2,1,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,dd,70,-0.25,0.5,-1.5,-1.25,-2.0,-1.47,3,23.06,44.83,23.12,44.89,0.0,117,4.3,A
1525,L1,5,A,1200,B,g4,r29,g2,t7,0,1,-2,9.3,2,0,0,0.0,0,-2,-2,3,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,56,-2.0,-3.75,-1.25,0.75,2.5,0.12,6,22.78,45.71,22.75,45.68,0.0,117,9.0,B
1526,L3,5,A,1200,B,g4,r29,g2,t7,0,1,-4,9.3,2,0,0,0.0,0,-2,-2,1,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,91,1.25,0.75,-2.5,-3.75,-3.25,-0.99,6,23.65,46.43,23.65,46.43,2.7,117,12.0,B
1527,L2,6,A,1200,B,a4,r12,g5,t18,0,11,0,54.0,7,0,0,0.0,-1,0,5,7,0,1,0.0,22.2,0.0,0.0,0.0,False,True,False,False,False,ss,224,-4.0,-3.5,-2.0,2.0,1.5,0.18,3,24.71,48.61,23.72,47.62,0.0,117,2.6,E
