age,nameA,nameB,wdiff,ldiff,l2rwd,l2rld,l3rwd,l3rld,fd,dw,py,mtv,morn,p1,p2,pd,pf,l2p1,l2p2,l2pd,l2pf,l3p1,l3p2,l3pd,l3pf,w1btd1,w2btd1,w3btd1,w4btd1,w6btd1,wk1Bt,wk2Bt,wk3Bt,wk4Bt,wk6Bt,dc,lt,ll3,ll2,ll1,d2leng,d1leng,lbx,sr,adj1,adj8,ad1,ad8,l2adj1,l2adj8,l3adj1,l2adj8,l2itv,l2dc,l2l3,l2l2,l2l1,last2Bx,l2sk,l3dc,L3Itv,l3l3,l3l2,l3l1,last3Bx,l3sk,IWin,al,ldiv,predictA
6,蘇保羅,田泰安,-11,4,4,6,0,7,7.3,12,0,NULL,NULL,-1,3,2,56,-2,1,2,56,1,1,3,56,NULL,23.7,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,同程,56,-3.75,-1,0.12,3.87,1.12,-0.09,2,24.23,47.17,23.13,46.07,23.17,46,23.7,46,154,同程,-5,-3,-0.5,-0.19,6,同程,182,-2.5,-1.75,-0.25,0.05,2,NULL,125,5.2,2
4,丁冠豪,楊明綸,22,-1,36,0,23,-3,49,4,0,NULL,NULL,-4,-5,-1,910,0,0,-4,12,-2,0,0,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,43,-6,-8.75,-14.25,-8.25,-5.5,-1.32,12,25.35,48.86,24.81,48.32,23.65,47.72,23.63,47.72,112,同程,1,0.25,-3.25,0.42,10,田增,133,-5.75,-9.25,-17,-0.5,10,NULL,123,29,14
4,姚本輝,沈拿,-9,-4,-29,-4,1160,122,127,5,0,NULL,NULL,-4,-4,-4,78,-4,-5,-5,56,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,22.9,FALSE,FALSE,TRUE,FALSE,TRUE,田增,125,-0.75,-2.75,-13,-12.25,-10.25,-3.1,14,23.91,45.04,24.13,45.26,25.64,48.7,NULL,48.7,169,田增,-1.25,-2.25,-20.75,-2.68,12,NULL,NULL,0,0,0,NULL,NULL,173,122,300,13
7,呂健威,何澤堯,-8,3,12,-11,19,7,12,10,0,8,23.5,1,0,0,34,-2,1,7,78,0,1,2,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,22,-2.75,-2,-1,1.75,1,1.46,3,22,45.58,22.19,45.77,22.16,45.72,23.2,45.72,49,同程,-4.75,-3,0.25,1.13,2,同程,125,-3.5,-2.25,-2.5,0.12,2,NULL,122,6.2,5
4,沈集成,梁家俊,-6,3,-2,-2,6,-7,21,8,0,NULL,NULL,0,1,6,1114,-1,1,1,1114,-1,-7,-7,34,NULL,NULL,NULL,NULL,22.9,FALSE,FALSE,FALSE,FALSE,TRUE,同程,22,-13,-9.25,-4,9,5.25,0.28,1,22.18,44.71,22.32,44.85,22.96,45.53,23.39,45.53,63,田增,-4.75,-5,-4.5,-0.44,6,田增,148,-1,-1.75,-10.5,-0.8,11,151,119,172,7
5,葉楚航,利敬國,-9,-1,-5,-1,-2,1,18,14,0,5,23.3,0,-2,-8,34,-1,0,-9,34,-1,1,0,34,NULL,NULL,23.1,NULL,NULL,FALSE,FALSE,TRUE,FALSE,FALSE,縮程,28,-0.75,-2,-22.25,-21.5,-20.25,-3.08,12,27.37,51.91,27.6,52.14,25.18,48.29,23.65,48.29,43,同程,-1.5,-1.75,-9.5,-2.09,13,同程,63,-1.75,-1,-0.75,-1.1,7,9,119,27,8
5,方嘉柏,黃皓楠,-5,-1,6,-7,47,-5,118,2,0,NULL,NULL,0,0,0,1114,0,-1,4,1114,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,FALSE,FALSE,TRUE,FALSE,FALSE,同程,28,-9,-25,-60,-51,-35,-30.99,14,56.69,82.54,56.82,82.67,24.44,47.06,24.85,47.06,56,同程,-9.25,-4.5,-13.25,-1.99,10,田縮,169,-5,-3.75,-14.25,-1.11,12,20,116,138,12
5,徐雨石,黎海榮,6,-5,4,-2,1101,118,94,13,0,NULL,NULL,0,1,1,1114,0,0,5,1114,NULL,NULL,NULL,NULL,NULL,NULL,23.1,NULL,NULL,FALSE,FALSE,TRUE,FALSE,FALSE,縮程,343,-9,-7,-7.5,1.5,-0.5,0.72,5,22.95,46.64,22.85,46.54,22.64,46.31,NULL,46.31,364,同程,-7.75,-6,-3.5,0.98,1,NULL,NULL,0,0,0,NULL,NULL,NULL,118,35,6
6,告東尼,田泰安,1,3,11,10,5,4,9.7,9,0,NULL,NULL,-2,12,12,1114,1,1,1,56,-2,3,-7,34,NULL,22,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,同程,33,-7,-5.25,-3,4,2.25,0.26,1,22.06,44.26,22.03,44.23,22.82,44.5,23.43,44.5,49,同程,-3,-2.5,-1.5,-0.84,7,縮程,112,-1.75,-0.75,-3.5,-0.18,11,11.3,133,21,2
5,羅富全,莫雷拉,14,11,14,13,18,10,1.8,4,0,NULL,NULL,1,2,2,34,0,1,1,34,-1,0,-2,12,NULL,23.1,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,同程,33,-3.25,-0.75,3,6.25,3.75,-0.09,3,22.92,45,22.5,44.58,22.67,44.55,24.83,44.55,49,同程,-1.75,-2.5,-0.06,-0.4,4,谷縮,123,-0.06,-0.25,-4.5,-0.26,6,NULL,130,3.5,3
5,徐雨石,李寶利,-12,9,-12,2,-31,1,74,3,0,NULL,NULL,1,-2,-2,34,0,-3,-3,12,0,1,1,34,NULL,22.6,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,普通,195,-1.5,-0.75,-3,-1.5,-2.25,-0.7,5,22.8,45.02,23.19,45.41,22.66,45.51,22.85,45.51,231,同程,-1,-0.5,-2.5,0.25,9,NULL,336,-1.25,-2.75,-3.5,-0.8,6,NULL,130,2.2,6
5,蔡約翰,薛恩,4,-1,1,-1,22,-3,27,12,0,NULL,NULL,1,-1,-1,910,-3,1,1,910,0,8,8,1114,NULL,22,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,同程,33,-6.25,-3.5,-6,0.25,-2.5,-0.66,9,22.79,44.83,22.67,44.71,22.33,44.41,22.2,44.41,49,同程,-3.75,-5.75,-3.75,-0.28,6,同程,125,-6.75,-5.5,-0.5,-0.74,3,NULL,127,28,5
5,苗禮德,利敬國,-21,-1,-3,-6,-27,-3,23,10,0,NULL,NULL,2,2,2,1114,-1,0,0,78,0,8,8,1114,NULL,22.4,NULL,22.1,NULL,FALSE,TRUE,FALSE,TRUE,FALSE,田增,22,-4.5,-4.75,-6.75,-2.25,-2,-1.94,7,21.34,41.4,21.97,42.03,22.94,44.97,22.5,44.97,125,同程,-3,-4.75,-5,-1.09,9,同程,154,-4.5,-5.5,-1.75,-0.03,2,NULL,124,13,8
4,約翰摩亞,郭能,-3,-1,17,4,16,-5,5,1,0,2,22.4,1,7,7,1114,1,0,-9,34,-2,1,1,56,NULL,NULL,NULL,23,23.5,FALSE,FALSE,FALSE,TRUE,TRUE,田增,22,-3,-4.25,-4.5,-1.5,-0.25,-1.49,4,21.59,41.81,21.68,41.9,25.17,48.42,22.93,48.42,112,縮程,-1.25,-1,-14.5,-1.8,13,同程,125,-1.5,-3.75,-3.75,-0.97,7,NULL,124,7.3,1
8,苗禮德,巴度,5,-1,24,-6,16,6,72,11,0,NULL,NULL,-2,-4,-4,78,0,-5,-5,56,-1,8,8,910,NULL,22.8,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,同程,33,-3.75,-2.5,-7.5,-3.75,-5,-0.81,11,23.21,45.49,23.06,45.34,24.03,46.59,22.07,46.59,165,NULL,-3.75,-5.25,-11.5,-1.65,9,NULL,195,-7,-4.5,-0.5,0.05,1,NULL,121,34,10
4,葉楚航,何澤堯,0,117,1137,117,1137,117,21,5,0,6,23.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.2,22.9,22.9,FALSE,FALSE,TRUE,TRUE,TRUE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,117,NULL,12
3,約翰摩亞,史卓豐,-10,-1,13,-17,4,-17,10,2,0,NULL,NULL,2,4,4,1114,-1,2,2,56,-2,2,2,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,33,-8.5,-4.75,-5.75,2.75,-1,-0.56,4,22.11,43.99,22.41,44.29,22.23,44.94,21.97,44.94,161,同程,-3.25,-2.25,-1.5,-0.03,3,同程,189,-3,-4.75,-3.5,0.31,5,17,116,27,9
4,蔡約翰,蔡明紹,6,-1,1177,115,1177,115,11,7,0,NULL,NULL,-2,4,4,910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,同程,33,-5.5,-4,-5.75,-0.25,-1.75,-0.32,6,22.71,44.95,22.53,44.77,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,115,15,7
5,丁冠豪,黃皓楠,5,-21,6,-21,20,-16,77,8,0,11,23,0,1,1,12,0,-8,-8,12,0,0,0,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,39,-1,-0.75,0.12,1.12,0.87,-0.45,7,22.94,45.91,22.79,45.76,23.64,46.5,22.45,46.5,165,NULL,-0.25,-1.25,-4.75,-1.41,12,谷增,207,-0.75,-1.75,-1.25,-1.55,3,NULL,112,9.1,11
6,賀賢,潘明輝,-21,-7,-16,-22,38,-20,35,6,0,NULL,NULL,0,0,0,12,1,-4,-4,12,0,-1,-1,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田增,14,1,0.5,0.25,0.75,0.25,-1.68,3,21.26,41.68,21.89,42.31,22.6,43.26,22.5,43.26,43,田增,-0.06,0.25,-3,-2.6,7,田增,182,-1.25,-1.25,-3.5,-2.32,5,NULL,111,40,4
8,何良,梁家俊,6,21,15,19,11,18,12,1,0,NULL,NULL,-5,-1,-1,910,-3,-3,-3,78,-1,-6,-6,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,10,-1.5,-3.5,-11.75,-10.25,-8.25,-2.68,12,24.23,44.97,24.05,44.79,24.72,45.69,24.79,45.69,59,NULL,-1.75,-4.5,-11.5,-3.18,11,同程,112,0.06,-0.25,-5,-2.99,12,270,133,282,7
6,蘇偉賢,沈拿,2,18,-11,17,-18,11,9.3,3,0,NULL,NULL,-6,-3,-3,56,0,-7,-7,12,3,-2,-2,56,NULL,NULL,NULL,21.9,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,普通,115,-1,-5.5,-37.5,-36.5,-32,-5.14,12,28.97,52.2,28.91,52.14,24.59,47.13,24.32,47.13,161,谷縮,0.5,0.75,-4.25,-1.54,11,谷縮,182,-2.25,-1.75,-2.75,-1.59,6,42.7,132,52,9
4,苗禮德,陳嘉熙,-13,-11,-16,-11,-16,7,8.3,6,0,NULL,NULL,4,2,2,78,1,-2,-2,56,0,1,1,56,NULL,NULL,NULL,22.1,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,普通,18,-2,-1.5,-5.25,-3.25,-3.75,-1.97,6,21.84,42.43,22.23,42.82,23.3,46.36,23.77,46.36,49,谷縮,-2.5,-4.25,-3.75,-0.57,10,谷縮,112,-2.5,-2.5,-4.25,-0.69,6,2.7,122,11,3
4,蔡約翰,莫雷拉,8,2,23,4,1218,130,5.2,10,0,NULL,NULL,0,1,1,34,-1,1,1,34,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,同程,168,-0.75,-1.75,-0.75,0,1,-2.27,8,24.47,45.8,23.66,44.99,23.18,44.8,NULL,44.8,182,同程,-0.25,-1.5,-0.25,-1.44,6,NULL,NULL,0,0,0,NULL,NULL,NULL,130,2.9,1
9,鄭俊偉,黃皓楠,5,-1,3,5,-1,6,52,4,0,NULL,NULL,0,0,-7,12,-2,-3,-3,34,0,-1,-1,12,NULL,NULL,NULL,NULL,24.3,FALSE,FALSE,FALSE,FALSE,TRUE,普通,24,0.75,0.5,-9.75,-10.5,-10.25,-1.61,11,26.07,50.41,25.92,50.26,23.64,46.68,23.76,46.68,52,NULL,-0.75,-1.5,-5.5,-0.45,9,NULL,115,0.5,0.5,-0.06,-0.82,8,NULL,123,16,11
4,方嘉柏,潘頓,24,1,1212,126,1212,126,7.1,5,0,NULL,NULL,1,-1,-1,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.9,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,普通,39,-4,-6,-9,-5,-3,-2.4,8,25.36,47.57,24.64,46.85,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,17.9,126,25,8
4,姚本輝,蔡明紹,29,-6,26,-5,1095,125,50,9,0,NULL,NULL,1,-2,-2,910,0,-1,-1,910,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,23.1,FALSE,TRUE,FALSE,FALSE,TRUE,普通,220,-3.5,-6,-16.25,-12.75,-10.25,-3.33,12,25.01,46,24.14,45.13,23.29,45.97,NULL,45.97,332,NULL,-3.5,-8,-11.75,-0.76,9,NULL,NULL,0,0,0,NULL,NULL,197,125,247,12
6,高伯新,郭能,-3,3,-2,-1,-18,-2,5.9,7,0,NULL,NULL,1,1,1,34,0,-1,-1,34,-1,4,4,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,谷縮,21,-1.75,-1.5,-0.12,1.63,1.38,-0.38,5,23.04,45.7,23.13,45.79,22.62,44,22.09,44,126,同程,-1.5,-3,-2.75,-1.27,7,同程,182,-5,-10.25,-3.5,0.11,1,NULL,125,3.2,5
5,徐雨石,何澤堯,-6,4,2,9,-12,6,9.4,12,0,11,23.4,0,-8,-8,12,0,0,0,12,0,-1,-1,12,22.6,NULL,NULL,NULL,NULL,TRUE,FALSE,FALSE,FALSE,FALSE,普通,39,-0.75,-2.75,-13.25,-12.5,-10.5,-3.62,11,25.77,47.98,25.95,48.16,23.99,46.77,23.2,46.77,49,谷縮,0.5,1.5,0.5,-0.94,12,同程,126,0.25,1,-2,-1.88,11,15.6,125,25,2
4,沈集成,巫顯東,11,-12,3,-17,-11,-17,17,2,0,NULL,NULL,0,0,0,12,0,-9,-9,12,0,-5,-5,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,39,1,2,2,-1,0,-1.56,6,23.95,46.37,23.62,46.04,23.25,44.98,23.52,44.98,49,同程,0.75,0.5,-3.25,-2.03,10,田縮,59,1.25,0.5,-4,-1,11,20,116,37,10
6,丁冠豪,潘明輝,-1,-5,3,-4,8,-5,88,11,0,NULL,NULL,-3,0,0,78,0,-1,-1,34,0,-7,-7,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田縮,29,-4.25,-4,-7.25,-3,-3.25,-0.43,11,22.94,45.63,22.97,45.66,23.78,46.4,24.89,46.4,154,谷縮,-1.5,-2.75,-3.75,-1.28,6,NULL,315,-1.75,-3.5,-12.75,-2.69,12,NULL,115,52,4
4,賀賢,利敬國,5,0,32,-3,22,-3,5.2,8,0,NULL,NULL,1,6,6,1114,0,0,0,910,1,-1,-1,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,14,-4,-7.5,-1.5,2.5,6,-0.11,1,22.27,44.28,22.12,44.13,23.58,45.27,22.57,45.27,112,同程,-2.5,-4,-7.25,-1.98,9,同程,126,-2.25,-3.75,-3.5,-1.28,8,12.8,116,18,6
5,何良,楊明綸,7,3,16,11,23,11,16,9,0,3,22.8,0,1,1,34,1,3,3,56,-1,7,7,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-1,-1.5,-0.12,0.88,1.38,0.48,4,23.46,47.1,23.25,46.89,22.96,45.98,22.7,45.98,119,同程,-2.5,-2.25,1.25,0.39,1,同程,161,-5.25,-6.25,-2.5,0.55,1,NULL,133,3.2,6
6,高伯新,郭能,7,18,5,15,11,14,23,6,0,NULL,NULL,0,2,2,1114,0,0,1,1114,1,-1,1,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,谷增,21,-4.5,-8.25,-4,0.5,4.25,-0.23,2,23,45.02,22.79,44.81,23.94,46.7,24.08,46.7,39,縮程,-6,-4.25,-5.75,-0.73,8,縮程,59,-9.75,-6.5,-9,-0.97,11,29,132,52,3
7,呂健威,何澤堯,17,1,-18,1,-32,-2,5.5,4,0,NULL,NULL,1,3,3,78,0,5,5,910,1,2,2,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-3.5,-4.25,-0.75,2.75,3.5,0.11,1,23.23,46.03,22.72,45.52,22.91,45.28,23.44,45.28,59,NULL,-4.5,-3.5,-2.25,-0.51,4,同程,112,-7.25,-6.75,-4.5,-0.94,4,NULL,131,6.6,2
4,姚本輝,莫雷拉,11,8,10,5,-5,5,2.4,2,0,9,22.1,1,5,5,78,0,-5,-5,56,-1,2,2,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,35,-3,-2.75,1.5,4.5,4.25,-0.43,2,23.91,46.82,23.58,46.49,24.23,46.99,22.87,46.99,185,NULL,-2.75,-2.75,-7.5,-1.32,12,同程,224,-3.25,-2.75,-1,0.44,5,NULL,130,3.5,11
5,方嘉柏,潘頓,7,5,14,3,17,4,8.9,10,0,NULL,NULL,0,1,1,12,0,4,4,56,1,2,2,78,NULL,NULL,NULL,NULL,22.9,FALSE,FALSE,FALSE,FALSE,TRUE,同程,21,-0.75,-1,0.5,1.25,1.5,-0.37,3,23.45,46.17,23.24,45.96,22.52,44.74,23.31,44.74,52,NULL,-3,-2.75,-2.75,-0.21,3,谷增,112,-2,-3,-3.25,-1.58,6,NULL,129,1.8,1
4,葉楚航,蘇狄雄,-20,-4,0,-3,8,14,64,3,0,NULL,NULL,1,3,3,1114,0,2,2,1114,0,-2,-2,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-8.5,-6.75,-5,3.5,1.75,-0.52,3,22.22,44.64,22.82,45.24,22.68,45.74,23.54,45.74,49,同程,-8.5,-10.25,-4.25,0.29,1,NULL,121,-7,-6,-8.5,-1.06,10,107,126,171,5
5,韋達,沈拿,6,-1,13,-2,13,-1,12,5,0,NULL,NULL,1,0,0,56,0,-2,-2,56,-1,9,9,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-2.5,-1.5,-2,0.5,-0.5,-0.77,8,23.46,46,23.28,45.82,22.61,45.21,23.05,45.21,45,NULL,-3.5,-3,-3,-0.07,8,田增,59,-3,-5.75,-1.5,-2,1,NULL,126,4,4
4,鄭俊偉,貝力斯,9,-4,-5,-3,-3,-7,199,12,0,NULL,NULL,-1,0,0,1114,2,-2,-2,910,2,1,1,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,縮程,45,-6.75,-7.25,-16.25,-9.5,-9,-1.69,11,25.04,48.24,24.77,47.97,24.03,44.75,22.36,44.75,59,田增,-2.5,-3,-5.25,-3.4,10,NULL,108,-11.75,-6.5,-5.75,-0.43,5,-63,123,136,10
5,蔡約翰,薛恩,49,-2,40,-2,45,-4,17,7,0,NULL,NULL,-2,2,-4,34,4,-1,-1,910,2,-9,-9,34,NULL,NULL,22.4,NULL,23.2,FALSE,FALSE,TRUE,FALSE,TRUE,縮程,115,-2,-1,-7,-5,-6,-0.32,6,25.24,48.75,23.77,47.28,22.29,42.58,25.51,42.58,165,田增,-4.25,-3.25,-7.5,-2.06,8,同程,182,-2.25,-0.25,-11.5,-2.92,12,NULL,121,14,7
6,文家良,黎海榮,8,7,-10,4,4,-7,56,8,0,NULL,NULL,0,-1,-1,78,0,3,3,56,0,4,4,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,49,-4.5,-6.25,-4,0.5,2.25,-0.31,7,24.15,47.21,23.58,46.64,23.67,46.6,22.97,46.6,119,同程,-2.75,-2.75,-3.5,-0.62,5,同程,154,-6.5,-8.5,-5,-0.44,2,NULL,120,8.8,12
5,徐雨石,史卓豐,10,4,6,3,30,-1,4.5,1,0,NULL,NULL,0,-1,-1,12,0,-3,-3,12,-1,-1,-1,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,0.75,1,-0.5,-1.25,-1.5,-0.67,6,23.77,46.45,23.47,46.15,23.99,46.79,23.3,46.79,35,同程,-0.75,-1.5,-5,-1.1,7,同程,119,-1.75,-2.25,-4.25,-0.19,9,NULL,120,6,9
4,丁冠豪,黃皓楠,17,-4,3,-7,11,-9,211,11,0,NULL,NULL,3,0,0,1114,0,2,2,1114,-1,-6,-1,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,24,-6.5,-3.25,-7.75,-1.25,-4.5,-2.1,9,24.67,46.85,24.16,46.34,22.41,44.71,24.56,44.71,52,NULL,-6.5,-6.75,-8,-0.32,5,縮程,115,-3.75,-5.25,-17.5,-0.92,13,84,113,295,8
4,約翰摩亞,莫雷拉,3,15,-9,16,-4,0,5,11,0,NULL,NULL,0,-1,2,910,2,-4,-4,78,0,1,1,34,23.1,NULL,NULL,NULL,NULL,TRUE,FALSE,FALSE,FALSE,FALSE,縮程,24,-7.5,-4.75,-5.25,2.25,-0.5,-0.7,7,23.55,45.86,23.46,45.77,23.24,45.08,22.52,45.08,45,NULL,-4,-4.5,-5,-0.92,9,NULL,108,-2,-1.5,-1.25,-0.34,4,15,133,20,9
5,霍利時,郭能,0,0,18,0,-4,20,13,10,0,NULL,NULL,-2,2,-5,56,-1,1,5,78,1,4,-1,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,縮程,29,-2.5,-1.75,-6.25,-3.75,-4.5,-0.91,12,23.65,46.39,23.65,46.39,22.21,45.59,23.65,45.59,52,縮程,-4.75,-4.25,-2,1.17,4,縮程,108,-5,-2,-3,-0.24,8,NULL,133,9.3,2
5,徐雨石,沈拿,27,-3,27,-2,7,13,40,9,0,NULL,NULL,-1,2,2,910,0,1,1,910,0,-2,1,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,35,-6,-5,-2.5,3.5,2.5,-0.27,4,23.84,46.69,23.03,45.88,22.89,44.1,25.14,44.1,59,田增,-2.75,-7,-6.5,-1.74,5,縮程,119,-3.5,-4.25,-9.75,-0.4,7,128,130,168,12
6,蘇保羅,陳嘉熙,-2,-3,-3,3,-4,1,4.5,5,0,NULL,NULL,0,0,0,12,0,0,0,12,0,-1,-1,12,NULL,NULL,21.6,NULL,23,FALSE,FALSE,TRUE,FALSE,TRUE,同程,161,-0.5,-0.75,-2.5,-2,-1.75,-1.1,8,23.5,46.08,23.59,46.17,23.16,46.01,22.49,46.01,189,同程,0.5,0.5,0.25,-0.22,3,NULL,206,0.5,0.5,-2.5,0.22,5,NULL,119,3.4,4
7,賀賢,何澤堯,-1,0,-8,0,1,-5,10,8,0,NULL,NULL,0,0,0,34,2,4,4,78,0,-3,-3,910,NULL,NULL,NULL,22.1,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,田增,59,-1.5,-2.5,-2.75,-1.25,-0.25,-2.36,7,23.02,43.71,23.05,43.74,22.02,42.12,23.62,42.12,115,田增,-2.5,-3,-2.5,-1.92,1,同程,168,-5.5,-4.25,-6.75,-0.91,10,NULL,126,5.4,8
4,韋達,史卓豐,-20,-1,1082,123,1082,123,30,1,0,6,23,0,-3,-3,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,FALSE,FALSE,FALSE,FALSE,TRUE,谷增,21,-2.75,-5,-4.75,-2,0.25,-1.11,7,22.26,44.04,22.86,44.64,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,123,34,5
4,蔡約翰,李寶利,-10,5,-13,5,-5,5,2.7,4,0,NULL,NULL,-1,3,3,34,0,0,0,34,1,-2,-2,34,NULL,NULL,NULL,NULL,23.7,FALSE,FALSE,FALSE,FALSE,TRUE,同程,14,-1.5,-1,0.75,2.25,1.75,0.24,3,22.48,45.35,22.78,45.65,23.52,46.53,23.84,46.53,35,同程,-1.5,-2,-3.75,-0.36,9,同程,119,-2,-1.25,-2,-0.96,6,NULL,122,4.9,3
7,葉楚航,貝力斯,6,0,13,-1,14,-4,28,6,0,NULL,NULL,0,1,1,78,-1,0,0,1114,-1,0,0,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,14,-4.75,-4,-3.25,1.5,0.75,0.15,4,22.86,45.69,22.68,45.51,24.32,46.65,22.74,46.65,39,NULL,-7.25,-9.5,-15,-2.02,11,同程,49,-3.5,-4.75,-3.75,0.76,7,NULL,122,29,6
6,羅富全,潘明輝,1,-4,13,5,24,-12,27,7,0,NULL,NULL,0,-1,-2,56,-1,-1,-3,56,0,0,-3,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,縮程,29,-2.5,-3.75,-5.75,-3.25,-2,-0.19,8,23.16,46.22,23.13,46.19,23.16,46.54,24.74,46.54,52,縮程,-3.5,-3,-5.75,0.37,11,縮程,178,0.75,0.25,-5.25,-1.54,7,NULL,116,47,7
7,蘇偉賢,黎海榮,10,-1,20,-4,36,-8,76,12,0,NULL,NULL,-1,-1,-1,78,2,-3,-3,78,0,-4,-4,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,35,-4,-4.5,-5.75,-1.75,-1.25,-0.29,7,23.57,46.58,23.27,46.28,23.59,44.4,23.82,44.4,59,田增,-2.25,-4,-8.25,-2.9,10,同程,112,-2,-2.25,-7.25,-1.15,10,NULL,117,63,11
6,鄭俊偉,楊明綸,-1,6,21,4,22,-1,53,3,0,NULL,NULL,0,0,-6,12,0,0,-1,12,-1,0,-6,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,45,2.25,0.25,-5,-7.25,-5.25,1.39,10,23.86,48.42,23.35,47.91,24.8,48.67,24.92,48.67,175,NULL,1,1.25,-0.25,-0.81,9,縮程,213,-3.75,-5.75,-10.25,-1.63,12,NULL,117,24,10
4,丁冠豪,蘇狄雄,14,-6,17,-8,8,-13,9.5,2,0,NULL,NULL,0,0,-5,12,0,-1,-5,34,-1,0,-2,34,NULL,NULL,NULL,22.1,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,縮程,14,1,0.25,-4.75,-5.75,-5,0.98,7,24.17,49.08,23.75,48.66,23.03,47.88,23.21,47.88,119,縮程,-1.75,-3,-5,1.58,11,縮程,172,-2,-1.75,-4,-0.29,10,25.5,112,35,1
